,subgroup,modeldate,approve_estimate,disapprove_estimate,M_Month,M_Day,M_Year
1732,All polls,2/10/2018,40.83043,53.56587,2,10,2018
1733,Voters,2/10/2018,43.31694,52.39967,2,10,2018
1734,Voters,2/9/2018,43.31694,52.39967,2,9,2018
1735,Adults,2/9/2018,39.70684,54.2007,2,9,2018
1736,All polls,2/9/2018,40.83043,53.56587,2,9,2018
1737,Voters,2/8/2018,43.326159999999994,52.06881,2,8,2018
1738,Adults,2/8/2018,39.73898,54.20528,2,8,2018
1739,All polls,2/8/2018,40.811609999999995,53.613580000000006,2,8,2018
1740,Voters,2/7/2018,43.29857,52.21658,2,7,2018
1741,Adults,2/7/2018,39.635090000000005,54.31309,2,7,2018
1742,All polls,2/7/2018,40.71095,53.780030000000004,2,7,2018
1743,Voters,2/6/2018,42.77346,52.30897,2,6,2018
1744,Adults,2/6/2018,39.51102,54.312819999999995,2,6,2018
1745,All polls,2/6/2018,40.13234,54.1513,2,6,2018
1746,Voters,2/5/2018,42.46733,52.630019999999995,2,5,2018
1747,Adults,2/5/2018,39.74566,54.42211999999999,2,5,2018
1748,All polls,2/5/2018,40.37448,54.16125,2,5,2018
1749,Voters,2/4/2018,42.38263,52.749669999999995,2,4,2018
1750,Adults,2/4/2018,39.549929999999996,54.3875,2,4,2018
1751,All polls,2/4/2018,40.208009999999994,54.201809999999995,2,4,2018
1752,Adults,2/3/2018,39.549929999999996,54.3875,2,3,2018
1753,Voters,2/3/2018,42.38263,52.749669999999995,2,3,2018
1754,All polls,2/3/2018,40.208009999999994,54.201809999999995,2,3,2018
1755,Voters,2/2/2018,42.3483,52.75233000000001,2,2,2018
1756,Adults,2/2/2018,39.529070000000004,54.39931,2,2,2018
1757,All polls,2/2/2018,40.19921,54.20677,2,2,2018
1758,Voters,2/1/2018,42.01125,53.27848,2,1,2018
1759,Adults,2/1/2018,39.17886,54.83321,2,1,2018
1760,All polls,2/1/2018,39.77913,54.696819999999995,2,1,2018
1761,Voters,1/31/2018,41.70512,53.583459999999995,1,31,2018
1762,Adults,1/31/2018,38.84452,55.111580000000004,1,31,2018
1763,All polls,1/31/2018,39.52642,54.93532,1,31,2018
1764,Voters,1/30/2018,40.68484,55.03505,1,30,2018
1765,Adults,1/30/2018,37.95375,56.312,1,30,2018
1766,All polls,1/30/2018,38.99561,55.812569999999994,1,30,2018
1767,Adults,1/29/2018,37.5544,57.026019999999995,1,29,2018
1768,Voters,1/29/2018,40.38136,55.4905,1,29,2018
1769,All polls,1/29/2018,38.783429999999996,56.266380000000005,1,29,2018
1770,Adults,1/28/2018,37.415490000000005,57.110859999999995,1,28,2018
1771,Voters,1/28/2018,40.48121,55.45601,1,28,2018
1772,All polls,1/28/2018,38.822559999999996,56.24936999999999,1,28,2018
1773,Adults,1/27/2018,37.415490000000005,57.110859999999995,1,27,2018
1774,All polls,1/27/2018,38.822559999999996,56.24936999999999,1,27,2018
1775,Voters,1/27/2018,40.48121,55.45601,1,27,2018
1776,Voters,1/26/2018,40.48121,55.45601,1,26,2018
1777,Adults,1/26/2018,37.415490000000005,57.110859999999995,1,26,2018
1778,All polls,1/26/2018,38.822559999999996,56.24936999999999,1,26,2018
1779,Voters,1/25/2018,40.7399,55.1729,1,25,2018
1780,Adults,1/25/2018,37.48536,56.80935,1,25,2018
1781,All polls,1/25/2018,39.04172,55.958490000000005,1,25,2018
1782,Voters,1/24/2018,41.142590000000006,54.98185,1,24,2018
1783,Adults,1/24/2018,37.5351,56.79459,1,24,2018
1784,All polls,1/24/2018,39.18694,55.91165,1,24,2018
1785,Voters,1/23/2018,40.41182,55.017480000000006,1,23,2018
1786,Adults,1/23/2018,37.344590000000004,57.0888,1,23,2018
1787,All polls,1/23/2018,38.353790000000004,56.412240000000004,1,23,2018
1788,Voters,1/22/2018,40.72579,54.584419999999994,1,22,2018
1789,Adults,1/22/2018,37.68642,56.75861999999999,1,22,2018
1790,All polls,1/22/2018,38.66162,56.06828,1,22,2018
1791,Voters,1/21/2018,41.39082,54.03265,1,21,2018
1792,Adults,1/21/2018,38.08665,56.40729,1,21,2018
1793,All polls,1/21/2018,39.11164,55.66471,1,21,2018
1794,Voters,1/20/2018,41.31607,54.06738000000001,1,20,2018
1795,Adults,1/20/2018,38.570170000000005,56.11489,1,20,2018
1796,All polls,1/20/2018,39.47084,55.4662,1,20,2018
1797,Voters,1/19/2018,41.31607,54.06738000000001,1,19,2018
1798,Adults,1/19/2018,38.570170000000005,56.11489,1,19,2018
1799,All polls,1/19/2018,39.47084,55.4662,1,19,2018
1800,Voters,1/18/2018,41.49497,53.703680000000006,1,18,2018
1801,Adults,1/18/2018,38.7857,55.21856,1,18,2018
1802,All polls,1/18/2018,39.754529999999995,54.85685,1,18,2018
1803,Adults,1/17/2018,39.35015,54.605219999999996,1,17,2018
1804,Voters,1/17/2018,41.63647,53.43866,1,17,2018
1805,All polls,1/17/2018,40.20608,54.29126,1,17,2018
1806,Voters,1/16/2018,41.6681,53.28009,1,16,2018
1807,Adults,1/16/2018,38.889,54.56168,1,16,2018
1808,All polls,1/16/2018,39.781459999999996,54.272119999999994,1,16,2018
1809,Adults,1/15/2018,38.7757,54.728269999999995,1,15,2018
1810,Voters,1/15/2018,40.84966,54.04315,1,15,2018
1811,All polls,1/15/2018,39.29245,54.540890000000005,1,15,2018
1812,Adults,1/14/2018,38.78321,54.65561999999999,1,14,2018
1813,Voters,1/14/2018,40.67689,54.10226,1,14,2018
1814,All polls,1/14/2018,39.100970000000004,54.52315,1,14,2018
1815,All polls,1/13/2018,39.100970000000004,54.52315,1,13,2018
1816,Voters,1/13/2018,40.67689,54.10226,1,13,2018
1817,Adults,1/13/2018,38.78321,54.65561999999999,1,13,2018
1818,Voters,1/12/2018,40.67689,54.10226,1,12,2018
1819,Adults,1/12/2018,38.78321,54.65561999999999,1,12,2018
1820,All polls,1/12/2018,39.100970000000004,54.52315,1,12,2018
1821,Adults,1/11/2018,38.73087,54.57832,1,11,2018
1822,Voters,1/11/2018,40.9217,54.31938,1,11,2018
1823,All polls,1/11/2018,39.10347,54.63946,1,11,2018
1824,Voters,1/10/2018,40.85157,54.47198,1,10,2018
1825,Adults,1/10/2018,38.987970000000004,54.35324,1,10,2018
1826,All polls,1/10/2018,39.22063,54.60398000000001,1,10,2018
1827,Adults,1/9/2018,38.61844,54.847269999999995,1,9,2018
1828,Voters,1/9/2018,40.5409,54.794059999999995,1,9,2018
1829,All polls,1/9/2018,38.73449,55.00918000000001,1,9,2018
1830,Adults,1/8/2018,38.61844,54.847269999999995,1,8,2018
1831,Voters,1/8/2018,40.488479999999996,54.79395,1,8,2018
1832,All polls,1/8/2018,38.69312,55.00991,1,8,2018
1833,All polls,1/7/2018,38.82547,54.96256999999999,1,7,2018
1834,Voters,1/7/2018,40.644729999999996,54.73631999999999,1,7,2018
1835,Adults,1/7/2018,38.72204,54.791309999999996,1,7,2018
1836,Voters,1/6/2018,40.644729999999996,54.73631999999999,1,6,2018
1837,All polls,1/6/2018,38.82547,54.96256999999999,1,6,2018
1838,Adults,1/6/2018,38.72204,54.791309999999996,1,6,2018
1839,Adults,1/5/2018,38.72204,54.791309999999996,1,5,2018
1840,Voters,1/5/2018,40.644729999999996,54.73631999999999,1,5,2018
1841,All polls,1/5/2018,38.82547,54.96256999999999,1,5,2018
1842,Voters,1/4/2018,40.288090000000004,55.00038000000001,1,4,2018
1843,Adults,1/4/2018,38.15102,55.35013000000001,1,4,2018
1844,All polls,1/4/2018,38.473279999999995,55.332840000000004,1,4,2018
1845,Voters,1/3/2018,40.21217,55.124430000000004,1,3,2018
1846,Adults,1/3/2018,37.760040000000004,55.76106,1,3,2018
1847,All polls,1/3/2018,38.16097,55.69035,1,3,2018
1848,Voters,1/2/2018,39.89989,55.2852,1,2,2018
1849,All polls,1/2/2018,38.120470000000005,55.82487,1,2,2018
1850,Adults,1/2/2018,37.71881,55.879,1,2,2018
1851,Adults,1/1/2018,37.33959,56.36489,1,1,2018
1852,All polls,1/1/2018,37.8654,56.16106,1,1,2018
1853,Voters,1/1/2018,39.47977,55.76954,1,1,2018
1854,Adults,12/31/2017,37.33959,56.36489,12,31,2017
1855,Voters,12/31/2017,39.47977,55.76954,12,31,2017
1856,All polls,12/31/2017,37.8654,56.16106,12,31,2017
1857,Voters,12/30/2017,39.47977,55.76954,12,30,2017
1858,Adults,12/30/2017,37.12983,56.50421,12,30,2017
1859,All polls,12/30/2017,37.73003,56.248419999999996,12,30,2017
1860,Voters,12/29/2017,39.47977,55.76954,12,29,2017
1861,Adults,12/29/2017,37.088809999999995,56.61979,12,29,2017
1862,All polls,12/29/2017,37.71204,56.31896999999999,12,29,2017
1863,Voters,12/28/2017,39.59424,55.86306,12,28,2017
1864,Adults,12/28/2017,36.64524,56.9993,12,28,2017
1865,All polls,12/28/2017,37.731590000000004,56.41101,12,28,2017
1866,Adults,12/27/2017,36.40348,57.36427,12,27,2017
1867,Voters,12/27/2017,39.06779,56.30027,12,27,2017
1868,All polls,12/27/2017,37.53883,56.67389,12,27,2017
1869,Voters,12/26/2017,38.8737,56.643919999999994,12,26,2017
1870,Adults,12/26/2017,36.36728,57.424409999999995,12,26,2017
1871,All polls,12/26/2017,37.38361,56.89546,12,26,2017
1872,Voters,12/25/2017,38.84623,56.60856999999999,12,25,2017
1873,Adults,12/25/2017,36.232440000000004,57.442530000000005,12,25,2017
1874,All polls,12/25/2017,37.3656,56.87848,12,25,2017
1875,Voters,12/24/2017,38.84623,56.60856999999999,12,24,2017
1876,Adults,12/24/2017,36.232440000000004,57.442530000000005,12,24,2017
1877,All polls,12/24/2017,37.3656,56.87848,12,24,2017
1878,Voters,12/23/2017,38.84623,56.60856999999999,12,23,2017
1879,Adults,12/23/2017,36.064820000000005,57.655159999999995,12,23,2017
1880,All polls,12/23/2017,37.25974,57.0198,12,23,2017
1881,Voters,12/22/2017,38.84623,56.60856999999999,12,22,2017
1882,Adults,12/22/2017,35.87907,57.76529,12,22,2017
1883,All polls,12/22/2017,37.14611,57.08866999999999,12,22,2017
1884,Voters,12/21/2017,38.740590000000005,56.77304,12,21,2017
1885,Adults,12/21/2017,35.77409,57.88775,12,21,2017
1886,All polls,12/21/2017,37.0453,57.239259999999994,12,21,2017
1887,Voters,12/20/2017,38.77604,56.78464,12,20,2017
1888,Adults,12/20/2017,35.86745,57.55755,12,20,2017
1889,All polls,12/20/2017,37.20605,56.98474,12,20,2017
1890,Voters,12/19/2017,38.20256,57.26283000000001,12,19,2017
1891,Adults,12/19/2017,35.93935,57.914280000000005,12,19,2017
1892,All polls,12/19/2017,37.10143,57.38179,12,19,2017
1893,Adults,12/18/2017,36.25013,57.28722,12,18,2017
1894,Voters,12/18/2017,38.38718,56.61966999999999,12,18,2017
1895,All polls,12/18/2017,37.21277,56.7984,12,18,2017
1896,Voters,12/17/2017,38.28982,56.81938,12,17,2017
1897,Adults,12/17/2017,35.97097,57.985409999999995,12,17,2017
1898,All polls,12/17/2017,37.00387,57.357459999999996,12,17,2017
1899,Adults,12/16/2017,34.93087,58.28658000000001,12,16,2017
1900,Voters,12/16/2017,38.28982,56.81938,12,16,2017
1901,All polls,12/16/2017,36.40314,57.50006,12,16,2017
1902,Voters,12/15/2017,38.28982,56.81938,12,15,2017
1903,Adults,12/15/2017,34.9917,58.19014,12,15,2017
1904,All polls,12/15/2017,36.45856,57.431059999999995,12,15,2017
1905,Voters,12/14/2017,38.49307,56.5584,12,14,2017
1906,Adults,12/14/2017,35.57671,57.35314,12,14,2017
1907,All polls,12/14/2017,37.07505,56.794109999999996,12,14,2017
1908,Voters,12/13/2017,38.08359,56.67448,12,13,2017
1909,Adults,12/13/2017,35.462540000000004,57.3914,12,13,2017
1910,All polls,12/13/2017,36.66145,56.84941,12,13,2017
1911,Adults,12/12/2017,35.999629999999996,57.93578,12,12,2017
1912,Voters,12/12/2017,39.10435,55.956340000000004,12,12,2017
1913,All polls,12/12/2017,37.178779999999996,57.00034,12,12,2017
1914,Voters,12/11/2017,39.00207,55.85435,12,11,2017
1915,Adults,12/11/2017,36.2524,57.43421,12,11,2017
1916,All polls,12/11/2017,37.07095,56.753240000000005,12,11,2017
1917,Voters,12/10/2017,39.03798,55.876180000000005,12,10,2017
1918,Adults,12/10/2017,36.33047,57.33792,12,10,2017
1919,All polls,12/10/2017,37.12042,56.69955,12,10,2017
1920,Voters,12/9/2017,39.247279999999996,55.49886,12,9,2017
1921,Adults,12/9/2017,36.50823,56.974709999999995,12,9,2017
1922,All polls,12/9/2017,37.26849,56.41706,12,9,2017
1923,Voters,12/8/2017,39.247279999999996,55.49886,12,8,2017
1924,Adults,12/8/2017,36.52957,56.96901999999999,12,8,2017
1925,All polls,12/8/2017,37.28476,56.4149,12,8,2017
1926,Voters,12/7/2017,39.37215,55.45115,12,7,2017
1927,Adults,12/7/2017,36.421620000000004,57.0158,12,7,2017
1928,All polls,12/7/2017,37.27071,56.42054,12,7,2017
1929,Voters,12/6/2017,40.18172,54.5077,12,6,2017
1930,Adults,12/6/2017,37.17609,56.25414,12,6,2017
1931,All polls,12/6/2017,37.84785,55.80183,12,6,2017
1932,Voters,12/5/2017,39.699329999999996,54.95476,12,5,2017
1933,Adults,12/5/2017,37.347429999999996,56.660709999999995,12,5,2017
1934,All polls,12/5/2017,37.90712,56.05266999999999,12,5,2017
1935,Voters,12/4/2017,39.90506,55.0077,12,4,2017
1936,Adults,12/4/2017,36.96822,56.90294,12,4,2017
1937,All polls,12/4/2017,37.860929999999996,56.09463,12,4,2017
1938,Adults,12/3/2017,36.93871,56.9087,12,3,2017
1939,Voters,12/3/2017,40.03389,54.966390000000004,12,3,2017
1940,All polls,12/3/2017,37.89624,56.080040000000004,12,3,2017
1941,Voters,12/2/2017,40.03389,54.966390000000004,12,2,2017
1942,Adults,12/2/2017,36.943329999999996,56.880669999999995,12,2,2017
1943,All polls,12/2/2017,37.90633,56.05219,12,2,2017
1944,Adults,12/1/2017,37.080659999999995,56.67411,12,1,2017
1945,Voters,12/1/2017,40.03389,54.966390000000004,12,1,2017
1946,All polls,12/1/2017,38.00967,55.9007,12,1,2017
1947,Voters,11/30/2017,40.03595,54.900040000000004,11,30,2017
1948,Adults,11/30/2017,37.37271,56.45746,11,30,2017
1949,All polls,11/30/2017,38.16322,55.75873000000001,11,30,2017
1950,Voters,11/29/2017,40.27305,54.68724,11,29,2017
1951,Adults,11/29/2017,37.72719,56.1861,11,29,2017
1952,All polls,11/29/2017,38.42575,55.557719999999996,11,29,2017
1953,Voters,11/28/2017,39.71597,55.049730000000004,11,28,2017
1954,Adults,11/28/2017,37.3322,56.39901,11,28,2017
1955,All polls,11/28/2017,38.24538,55.60558,11,28,2017
1956,Adults,11/27/2017,37.45752,56.334740000000004,11,27,2017
1957,Voters,11/27/2017,40.05172,54.71221,11,27,2017
1958,All polls,11/27/2017,38.3837,55.51948,11,27,2017
1959,Adults,11/26/2017,37.45581,56.344409999999996,11,26,2017
1960,Voters,11/26/2017,40.0748,54.76105,11,26,2017
1961,All polls,11/26/2017,38.39222,55.54683000000001,11,26,2017
1962,Adults,11/25/2017,37.52008,56.214969999999994,11,25,2017
1963,Voters,11/25/2017,40.0748,54.76105,11,25,2017
1964,All polls,11/25/2017,38.44119,55.45301,11,25,2017
1965,Adults,11/24/2017,37.49094,56.29383000000001,11,24,2017
1966,All polls,11/24/2017,38.42519,55.50383000000001,11,24,2017
1967,Voters,11/24/2017,40.0748,54.76105,11,24,2017
1968,Voters,11/23/2017,40.0748,54.76105,11,23,2017
1969,Adults,11/23/2017,37.49094,56.29383000000001,11,23,2017
1970,All polls,11/23/2017,38.42519,55.50383000000001,11,23,2017
1971,Voters,11/22/2017,40.0748,54.76105,11,22,2017
1972,Adults,11/22/2017,37.462590000000006,56.367940000000004,11,22,2017
1973,All polls,11/22/2017,38.41062,55.54749,11,22,2017
1974,Voters,11/21/2017,39.890440000000005,55.191,11,21,2017
1975,Adults,11/21/2017,37.27388,56.78977,11,21,2017
1976,All polls,11/21/2017,38.168409999999994,56.026180000000004,11,21,2017
1977,Voters,11/20/2017,39.11744,55.79084,11,20,2017
1978,Adults,11/20/2017,37.67971,55.82434,11,20,2017
1979,All polls,11/20/2017,38.115390000000005,55.75066999999999,11,20,2017
1980,Voters,11/19/2017,39.22339,55.750009999999996,11,19,2017
1981,Adults,11/19/2017,37.64998,55.8158,11,19,2017
1982,All polls,11/19/2017,38.1493,55.70245,11,19,2017
1983,Adults,11/18/2017,37.66021,55.76469,11,18,2017
1984,Voters,11/18/2017,39.28837,55.461940000000006,11,18,2017
1985,All polls,11/18/2017,38.19148,55.45759,11,18,2017
1986,Voters,11/17/2017,39.28837,55.461940000000006,11,17,2017
1987,Adults,11/17/2017,37.49475,55.80109,11,17,2017
1988,All polls,11/17/2017,38.07958,55.4835,11,17,2017
1989,Adults,11/16/2017,37.56749,56.05001,11,16,2017
1990,Voters,11/16/2017,39.17174,55.44165,11,16,2017
1991,All polls,11/16/2017,38.125820000000004,55.66437,11,16,2017
1992,Voters,11/15/2017,39.02678,55.44995,11,15,2017
1993,Adults,11/15/2017,37.50333,56.09998,11,15,2017
1994,All polls,11/15/2017,38.08255,55.61642,11,15,2017
1995,Voters,11/14/2017,38.96594,55.516890000000004,11,14,2017
1996,Adults,11/14/2017,37.54153,56.23203,11,14,2017
1997,All polls,11/14/2017,38.05358,55.78141,11,14,2017
1998,Voters,11/13/2017,39.11507,55.697869999999995,11,13,2017
1999,Adults,11/13/2017,37.264379999999996,56.38675,11,13,2017
2000,All polls,11/13/2017,38.07273,55.89657,11,13,2017
2001,Adults,11/12/2017,37.299209999999995,56.3454,11,12,2017
2002,Voters,11/12/2017,38.91225,55.913140000000006,11,12,2017
2003,All polls,11/12/2017,37.984970000000004,55.9723,11,12,2017
2004,Voters,11/11/2017,38.91225,55.913140000000006,11,11,2017
2005,Adults,11/11/2017,37.192609999999995,56.49899,11,11,2017
2006,All polls,11/11/2017,37.91284,56.08043000000001,11,11,2017
2007,Voters,11/10/2017,38.91225,55.913140000000006,11,10,2017
2008,Adults,11/10/2017,37.11195,56.54761,11,10,2017
2009,All polls,11/10/2017,37.85893,56.116409999999995,11,10,2017
2010,Voters,11/9/2017,38.82508,56.008030000000005,11,9,2017
2011,Adults,11/9/2017,36.87565,57.20075,11,9,2017
2012,All polls,11/9/2017,37.65916,56.5921,11,9,2017
2013,Voters,11/8/2017,38.788709999999995,56.07062,11,8,2017
2014,Adults,11/8/2017,36.9847,57.106719999999996,11,8,2017
2015,All polls,11/8/2017,37.58189,56.68189,11,8,2017
2016,Voters,11/7/2017,38.78378,56.08299,11,7,2017
2017,Adults,11/7/2017,36.89015,57.34779,11,7,2017
2018,All polls,11/7/2017,37.55069,56.806869999999996,11,7,2017
2019,Voters,11/6/2017,38.76372,56.23228,11,6,2017
2020,Adults,11/6/2017,37.05696,57.29476,11,6,2017
2021,All polls,11/6/2017,37.69767,56.73271999999999,11,6,2017
2022,Voters,11/5/2017,38.766529999999996,56.295069999999996,11,5,2017
2023,Adults,11/5/2017,37.24062,57.23222,11,5,2017
2024,All polls,11/5/2017,37.788509999999995,56.69604,11,5,2017
2025,Voters,11/4/2017,38.975590000000004,55.98031999999999,11,4,2017
2026,Adults,11/4/2017,37.28839,57.038540000000005,11,4,2017
2027,All polls,11/4/2017,37.88012,56.50428,11,4,2017
2028,Adults,11/3/2017,37.21225,57.17183000000001,11,3,2017
2029,Voters,11/3/2017,38.975590000000004,55.98031999999999,11,3,2017
2030,All polls,11/3/2017,37.8332,56.589209999999994,11,3,2017
2031,Voters,11/2/2017,39.504670000000004,55.377430000000004,11,2,2017
2032,Adults,11/2/2017,37.38071,56.872780000000006,11,2,2017
2033,All polls,11/2/2017,37.975590000000004,56.401669999999996,11,2,2017
2034,Adults,11/1/2017,36.73897,57.62163,11,1,2017
2035,Voters,11/1/2017,39.45043,55.40435,11,1,2017
2036,All polls,11/1/2017,37.75723,56.76285,11,1,2017
2037,Voters,10/31/2017,38.73505,56.16645,10,31,2017
2038,Adults,10/31/2017,36.13458,58.070209999999996,10,31,2017
2039,All polls,10/31/2017,37.24255,57.15416,10,31,2017
2040,Voters,10/30/2017,38.96075,56.08945,10,30,2017
2041,Adults,10/30/2017,36.08981,57.945890000000006,10,30,2017
2042,All polls,10/30/2017,37.26442,57.09366,10,30,2017
2043,Voters,10/29/2017,38.7843,56.292759999999994,10,29,2017
2044,Adults,10/29/2017,36.283570000000005,57.750930000000004,10,29,2017
2045,All polls,10/29/2017,37.26856,57.08418,10,29,2017
2046,Adults,10/28/2017,36.12514,57.38434,10,28,2017
2047,Voters,10/28/2017,38.7843,56.292759999999994,10,28,2017
2048,All polls,10/28/2017,37.29323,56.746069999999996,10,28,2017
2049,Voters,10/27/2017,38.7843,56.292759999999994,10,27,2017
2050,Adults,10/27/2017,36.12577,57.313480000000006,10,27,2017
2051,All polls,10/27/2017,37.30399,56.69308,10,27,2017
2052,Voters,10/26/2017,39.07314,56.0741,10,26,2017
2053,Adults,10/26/2017,36.19252,57.428490000000004,10,26,2017
2054,All polls,10/26/2017,37.46911,56.719809999999995,10,26,2017
2055,Voters,10/25/2017,38.67745,56.31491,10,25,2017
2056,Adults,10/25/2017,36.098,57.4499,10,25,2017
2057,All polls,10/25/2017,37.07568,56.917930000000005,10,25,2017
2058,Voters,10/24/2017,38.9423,55.836330000000004,10,24,2017
2059,Adults,10/24/2017,35.93237,57.62141,10,24,2017
2060,All polls,10/24/2017,37.1561,56.733059999999995,10,24,2017
2061,Voters,10/23/2017,39.28416,55.52995,10,23,2017
2062,Adults,10/23/2017,36.404540000000004,57.09264,10,23,2017
2063,All polls,10/23/2017,37.48936,56.387190000000004,10,23,2017
2064,Voters,10/22/2017,39.44123,55.12551,10,22,2017
2065,Adults,10/22/2017,36.73022,56.91251,10,22,2017
2066,All polls,10/22/2017,37.85255,55.94585,10,22,2017
2067,Voters,10/21/2017,39.44123,55.12551,10,21,2017
2068,Adults,10/21/2017,36.73466,56.979780000000005,10,21,2017
2069,All polls,10/21/2017,37.86096,55.98836,10,21,2017
2070,Voters,10/20/2017,39.44123,55.12551,10,20,2017
2071,Adults,10/20/2017,36.69792,57.0166,10,20,2017
2072,All polls,10/20/2017,37.84346,56.005790000000005,10,20,2017
2073,Adults,10/19/2017,36.88713,56.65256,10,19,2017
2074,Voters,10/19/2017,39.58765,54.8556,10,19,2017
2075,All polls,10/19/2017,37.966640000000005,55.79045,10,19,2017
2076,Voters,10/18/2017,39.87877,54.70084,10,18,2017
2077,Adults,10/18/2017,36.746790000000004,56.593540000000004,10,18,2017
2078,All polls,10/18/2017,38.07331,55.5466,10,18,2017
2079,Adults,10/17/2017,36.73927,56.83446,10,17,2017
2080,Voters,10/17/2017,39.582,55.04752,10,17,2017
2081,All polls,10/17/2017,37.986540000000005,55.801030000000004,10,17,2017
2082,Voters,10/16/2017,40.2318,54.40153000000001,10,16,2017
2083,Adults,10/16/2017,36.59012,56.77091,10,16,2017
2084,All polls,10/16/2017,38.14785,55.5671,10,16,2017
2085,Voters,10/15/2017,39.6197,55.186930000000004,10,15,2017
2086,Adults,10/15/2017,36.705859999999994,56.557590000000005,10,15,2017
2087,All polls,10/15/2017,37.66046,55.959419999999994,10,15,2017
2088,Voters,10/14/2017,39.6197,55.186930000000004,10,14,2017
2089,Adults,10/14/2017,36.65332,56.59665,10,14,2017
2090,All polls,10/14/2017,37.628859999999996,55.9846,10,14,2017
2091,Adults,10/13/2017,36.56348,56.993559999999995,10,13,2017
2092,Voters,10/13/2017,39.6197,55.186930000000004,10,13,2017
2093,All polls,10/13/2017,37.6958,56.14555,10,13,2017
2094,Voters,10/12/2017,40.22272,54.57459,10,12,2017
2095,Adults,10/12/2017,36.62103,56.895030000000006,10,12,2017
2096,All polls,10/12/2017,37.854079999999996,56.02976999999999,10,12,2017
2097,Voters,10/11/2017,40.12806,54.695530000000005,10,11,2017
2098,Adults,10/11/2017,36.476929999999996,56.94599,10,11,2017
2099,All polls,10/11/2017,37.7519,56.08387,10,11,2017
2100,Voters,10/10/2017,40.01473,55.25956,10,10,2017
2101,Adults,10/10/2017,36.52134,57.444919999999996,10,10,2017
2102,All polls,10/10/2017,37.45793,56.697990000000004,10,10,2017
2103,Voters,10/9/2017,40.09864,55.258469999999996,10,9,2017
2104,Adults,10/9/2017,37.087990000000005,57.10312,10,9,2017
2105,All polls,10/9/2017,38.021879999999996,56.38805,10,9,2017
2106,Voters,10/8/2017,40.171170000000004,55.22769,10,8,2017
2107,Adults,10/8/2017,37.147459999999995,57.21674,10,8,2017
2108,All polls,10/8/2017,38.10051,56.43702,10,8,2017
2109,Voters,10/7/2017,40.171170000000004,55.22769,10,7,2017
2110,Adults,10/7/2017,37.17203,57.19087,10,7,2017
2111,All polls,10/7/2017,38.13292,56.40413,10,7,2017
2112,Voters,10/6/2017,40.171170000000004,55.22769,10,6,2017
2113,Adults,10/6/2017,37.10485,57.30538000000001,10,6,2017
2114,All polls,10/6/2017,38.1001,56.472719999999995,10,6,2017
2115,Voters,10/5/2017,40.60885,54.876419999999996,10,5,2017
2116,Adults,10/5/2017,38.07584,56.03094,10,5,2017
2117,All polls,10/5/2017,38.81237,55.61481,10,5,2017
2118,Adults,10/4/2017,38.014920000000004,56.092819999999996,10,4,2017
2119,Voters,10/4/2017,40.7621,54.791430000000005,10,4,2017
2120,All polls,10/4/2017,38.92259,55.54971999999999,10,4,2017
2121,Voters,10/3/2017,40.37353,54.859590000000004,10,3,2017
2122,Adults,10/3/2017,37.8289,55.8531,10,3,2017
2123,All polls,10/3/2017,38.61701,55.515719999999995,10,3,2017
2124,Adults,10/2/2017,37.62963,55.75329,10,2,2017
2125,Voters,10/2/2017,40.15312,54.81033000000001,10,2,2017
2126,All polls,10/2/2017,38.52001,55.43917,10,2,2017
2127,Voters,10/1/2017,40.34256,54.64625,10,1,2017
2128,Adults,10/1/2017,37.68137,55.78199,10,1,2017
2129,All polls,10/1/2017,38.660990000000005,55.358959999999996,10,1,2017
2130,Voters,9/30/2017,40.34256,54.64625,9,30,2017
2131,Adults,9/30/2017,37.597429999999996,55.855019999999996,9,30,2017
2132,All polls,9/30/2017,38.61241,55.402930000000005,9,30,2017
2133,Voters,9/29/2017,40.34256,54.64625,9,29,2017
2134,Adults,9/29/2017,37.60137,55.87895,9,29,2017
2135,All polls,9/29/2017,38.62467,55.41434,9,29,2017
2136,Adults,9/28/2017,37.899409999999996,55.22694,9,28,2017
2137,Voters,9/28/2017,40.31269,54.41755,9,28,2017
2138,All polls,9/28/2017,38.82832,55.082440000000005,9,28,2017
2139,Voters,9/27/2017,40.31173,54.261959999999995,9,27,2017
2140,Adults,9/27/2017,37.98526,55.105140000000006,9,27,2017
2141,All polls,9/27/2017,38.792159999999996,54.94124,9,27,2017
2142,Voters,9/26/2017,41.01126,53.54343000000001,9,26,2017
2143,Adults,9/26/2017,38.2449,54.81219,9,26,2017
2144,All polls,9/26/2017,38.92197,54.60735,9,26,2017
2145,Voters,9/25/2017,41.57793,53.08458,9,25,2017
2146,Adults,9/25/2017,39.09969,54.47302,9,25,2017
2147,All polls,9/25/2017,39.6704,54.32408,9,25,2017
2148,Voters,9/24/2017,41.49499,52.96284,9,24,2017
2149,Adults,9/24/2017,39.17653,54.43883,9,24,2017
2150,All polls,9/24/2017,39.59408,54.24086,9,24,2017
2151,Voters,9/23/2017,41.25188,52.82355,9,23,2017
2152,Adults,9/23/2017,38.956579999999995,54.058930000000004,9,23,2017
2153,All polls,9/23/2017,39.44529,54.00235,9,23,2017
2154,Voters,9/22/2017,41.25188,52.82355,9,22,2017
2155,Adults,9/22/2017,39.01869,54.07699,9,22,2017
2156,All polls,9/22/2017,39.494640000000004,54.0083,9,22,2017
